tic,fyear,sale,ni,act,lct,invt,profit_margin,profit_margin_pct,quick_ratio,current_ratio
PLTR,2019,742.555,-579.646,1214.153,728.598,0.0,-0.78061019049094,-78.061019049094,1.6664237343500807,1.6664237343500807
PLTR,2020,1092.673,-1166.391,2257.429,603.823,0.0,-1.0674657468428341,-106.74657468428342,3.738560803414246,3.738560803414246
PLTR,2021,1541.889,-520.379,2863.25,660.061,0.0,-0.3374944629606931,-33.74944629606931,4.33785665264271,4.33785665264271
PLTR,2022,1905.871,-373.705,3041.577,587.941,0.0,-0.19608095196369532,-19.608095196369533,5.173269086523988,5.173269086523988
PLTR,2023,2225.012,209.825,4138.618,746.018,0.0,0.09430286218681067,9.430286218681067,5.547611451734409,5.547611451734409
PLTR,2024,2865.507,462.19,5934.289,996.018,0.0,0.16129431894600152,16.129431894600152,5.958013810995383,5.958013810995383
