tic,fyear,sale,ni,act,lct,invt,profit_margin,profit_margin_pct,quick_ratio,current_ratio
HOOD,2019,278.524,-106.569,3876.108,3101.38,2.997,-0.38262052821300857,-38.262052821300855,1.248834712289368,1.2498010563039679
HOOD,2020,963.715,7.449,10872.584,8816.045,805.705,0.0077294635862262175,0.7729463586226217,1.1418815353143048,1.233272289331554
HOOD,2021,1835.361,-3686.432,19283.542,12347.342,1834.479,-2.0085596239649854,-200.85596239649854,1.4131837443232722,1.5617565302718595
HOOD,2022,1382.0,-1028.0,22917.0,16253.0,997.0,-0.743849493487699,-74.38494934876991,1.3486740909370578,1.410016612317726
HOOD,2023,1888.0,-541.0,31790.0,25545.0,1592.0,-0.2865466101694915,-28.654661016949152,1.1821491485613622,1.2444705421804658
HOOD,2024,2975.0,1411.0,25103.0,18104.0,2530.0,0.4742857142857143,47.42857142857143,1.246851524524967,1.386599646486964
