date,permno,htsymbol,prc,ret
2024-03-28,24876,RDDT,49.32,
2024-04-30,24876,RDDT,44.44,-0.098946
2024-05-31,24876,RDDT,54.24,0.220522
2024-06-28,24876,RDDT,63.89,0.177913
2024-07-31,24876,RDDT,60.85,-0.047582
2024-08-30,24876,RDDT,60.03,-0.013476
2024-09-30,24876,RDDT,65.92,0.098118
2024-10-31,24876,RDDT,119.3,0.80977
2024-11-29,24876,RDDT,140.69,0.179296
2024-12-31,24876,RDDT,163.44,0.161703
