tic,fyear,sale,ni,act,lct,invt,profit_margin,profit_margin_pct,quick_ratio,current_ratio
RDDT,2022,666.701,-158.55,1483.927,106.457,0.0,-0.2378127526432389,-23.781275264323888,13.939214894276562,13.939214894276562
RDDT,2023,804.029,-90.824,1479.687,133.57,0.0,-0.11296109966182812,-11.296109966182811,11.077989069401811,11.077989069401811
RDDT,2024,1300.205,-484.276,2223.401,176.024,0.0,-0.3724612657234821,-37.24612657234821,12.631237785756486,12.631237785756486
